,Name,Position,Age,Weight,Height,Pass Break,Intervention,Air Cannon,Shooting Percentage,Dribbling,Assists,Assists Per Game,Rust Percentage,Running Distance,Number of Matches,Classes
1194,Jimmy Torres,Midfielder,25,80,186,6,13,8,98,70,6,2.0,43,350,155,2
1195,Mark Kirby,Midfielder,32,70,177,6,6,10,32,92,18,0.4,59,250,155,0
1196,Ronald Roberts,Midfielder,16,70,182,15,8,16,39,86,18,1.0,43,500,102,1
1197,Gregory Graham,Midfielder,36,85,175,16,16,16,73,86,16,1.0,39,300,155,1
1198,Jeremy Arnold MD,Midfielder,16,79,190,15,13,18,98,64,21,1.4,59,500,90,2
1199,Jeremy Morales,Midfielder,22,82,190,6,14,10,98,64,21,0.1,73,400,145,2
1200,Peter Fernandez,Midfielder,25,82,195,8,6,8,59,70,16,1.0,98,250,149,0
1201,Timothy Bowers,Midfielder,34,70,177,14,13,9,32,51,16,2.0,39,350,155,1
1202,Eric Fitzpatrick,Midfielder,17,85,175,15,8,9,73,64,6,0.1,68,200,155,0
1203,John Chan,Midfielder,34,77,182,8,6,13,59,92,7,2.0,43,350,155,1
1204,Mr. Kevin Morgan,Midfielder,32,76,198,13,14,16,73,70,18,0.4,43,500,90,1
1205,Brian Strickland,Midfielder,22,76,177,14,10,18,39,92,3,0.4,68,400,155,0
1206,Todd Ward,Midfielder,36,79,177,10,15,9,59,86,16,0.5,59,400,145,0
1207,Jermaine Patterson Jr.,Midfielder,17,79,175,8,15,16,43,51,3,0.5,68,400,140,0
1208,Paul Long,Midfielder,20,79,190,16,6,18,98,86,18,2.0,32,200,145,2
1209,Brian Marquez,Midfielder,27,82,175,6,16,9,73,50,7,0.4,43,450,102,1
1210,Daniel Rodriguez,Midfielder,36,70,195,15,16,18,32,50,7,0.8,32,300,150,1
1211,Shaun Lowery,Midfielder,22,70,195,13,6,8,73,24,21,2.0,68,500,90,3
1212,Travis Hicks,Midfielder,25,70,186,13,8,8,32,51,17,2.0,59,250,102,0
1213,Ronald Robles,Midfielder,22,80,182,8,8,9,98,24,17,0.5,73,250,150,3
1214,Roy Bradley,Midfielder,29,76,190,15,14,10,98,70,17,1.0,73,400,149,2
1215,Keith Hubbard,Midfielder,36,70,182,13,8,10,59,92,21,0.4,68,450,102,0
1216,Craig Johnson,Midfielder,17,70,195,8,8,13,59,86,16,1.4,68,350,145,0
1217,Ryan Ware,Midfielder,16,70,175,16,10,13,59,51,16,0.1,98,300,90,0
1218,Edward Johnson,Midfielder,29,76,182,13,6,13,73,70,17,0.4,32,450,149,1
1219,Joseph Reyes,Midfielder,21,76,175,16,10,8,59,51,7,0.8,68,450,90,0
1220,Martin Ewing,Midfielder,22,82,198,8,8,8,59,86,18,0.4,68,350,149,0
1221,Robert Vasquez,Midfielder,16,76,186,13,8,18,73,70,7,1.0,68,300,90,0
1222,Johnny Williams,Midfielder,34,70,190,15,8,16,98,92,21,1.0,98,250,150,2
1223,Daniel Cameron,Midfielder,21,77,175,13,14,8,68,51,6,0.5,43,300,145,1
1224,Joshua Reyes,Midfielder,36,79,190,6,15,13,39,24,3,0.1,68,500,90,3
1225,Omar Dorsey,Midfielder,19,77,195,6,14,18,98,86,7,1.4,39,200,155,2
1226,Miguel Mcconnell,Midfielder,18,85,186,16,6,8,68,24,3,0.5,73,250,145,3
1227,Roger Schneider,Midfielder,27,80,190,13,14,10,73,70,18,0.5,98,450,140,0
1228,Richard Rios,Midfielder,18,85,182,14,14,13,59,64,3,0.5,98,400,149,0
1229,Kenneth Mcintyre,Midfielder,19,80,195,10,16,9,73,64,7,0.5,68,350,102,0
1230,Edward Reed,Midfielder,17,82,198,8,14,16,98,50,18,0.4,68,350,155,2
1231,Tommy Villa,Midfielder,29,80,177,16,14,9,73,86,21,0.4,32,200,155,1
1232,John Molina,Midfielder,32,77,175,10,13,13,32,86,18,1.4,32,300,90,1
1233,James Roth,Midfielder,17,85,182,13,6,16,59,70,16,0.1,39,500,102,1
1234,Cody Hernandez,Midfielder,20,79,186,14,14,16,98,50,17,0.1,43,400,150,2
1235,Michael Gray,Midfielder,18,77,186,14,6,13,43,24,17,1.4,68,450,149,3
1236,Joel Campbell,Midfielder,19,77,182,10,15,9,39,64,18,0.4,98,200,150,0
1237,Stephen James,Midfielder,22,82,177,14,16,9,59,50,16,0.8,39,450,145,1
1238,Robert Ortiz,Midfielder,32,76,182,14,14,13,73,70,3,1.0,73,400,145,0
1239,Jared Santos,Midfielder,29,70,198,6,15,13,43,86,3,1.0,68,500,145,0
1240,Benjamin Diaz,Midfielder,34,76,182,14,14,10,98,51,3,1.0,59,300,140,2
1241,Christopher Powers,Midfielder,22,82,190,13,14,13,43,70,6,0.8,39,200,102,1
1242,Francisco Jackson,Midfielder,36,79,190,14,13,18,43,24,6,0.4,98,300,150,0
1243,Brent Williams,Midfielder,17,85,182,10,6,10,73,92,21,1.4,32,200,150,1
1244,Juan Webb,Midfielder,20,85,190,14,15,13,43,92,18,0.8,59,250,102,0
1245,Jesse Lee,Midfielder,29,70,182,16,6,13,32,51,18,0.8,43,400,90,1
1246,Nicholas Underwood,Midfielder,34,76,177,14,14,8,73,86,3,1.0,39,500,102,1
1247,James Jones,Midfielder,16,85,195,10,15,16,98,70,7,2.0,43,500,90,2
1248,Caleb Merritt,Midfielder,19,77,190,10,8,10,39,51,17,0.4,32,250,150,1
1249,Nicholas Atkinson,Midfielder,27,82,198,13,14,13,39,86,16,1.4,59,500,150,0
1250,James Schmitt,Midfielder,20,70,182,15,15,18,68,64,21,0.1,59,300,150,0
1251,Aaron Walker,Midfielder,17,76,186,8,6,13,98,92,18,2.0,32,500,90,2
1252,Derrick Mccarthy,Midfielder,25,77,186,14,10,8,73,24,7,0.8,43,350,145,3
1253,Patrick Johnson,Midfielder,21,82,190,8,14,8,32,70,6,1.4,59,300,102,0
1254,David Black,Midfielder,36,77,186,13,16,9,39,64,16,0.8,59,500,90,0
1255,Matthew Norman,Midfielder,19,80,182,8,15,10,98,50,17,0.1,43,300,90,2
1256,Joseph Greene,Midfielder,27,77,195,8,14,18,32,70,7,0.8,73,200,149,0
1257,Mr. Michael Myers,Midfielder,32,85,195,10,10,8,73,92,18,1.0,59,500,102,0
1258,Danny Price,Midfielder,29,80,190,6,15,18,39,50,6,0.5,32,300,155,1
1259,Edward Hess DDS,Midfielder,20,79,182,14,16,10,43,92,6,2.0,39,350,150,1
1260,Brian Arnold,Midfielder,20,70,182,14,15,18,98,24,18,0.1,59,250,150,3
1261,John Lopez,Midfielder,18,70,177,15,10,9,59,86,21,2.0,68,200,145,0
1262,Matthew Acosta,Midfielder,22,85,177,10,8,8,32,50,6,0.8,98,500,155,0
1263,Michael Bailey,Midfielder,20,70,175,6,8,13,32,24,3,2.0,68,200,150,3
1264,Harold Lopez,Midfielder,20,77,190,8,8,8,98,86,3,0.4,98,450,150,2
1265,Stephen Irwin,Midfielder,17,82,182,15,16,8,68,50,16,1.0,73,400,155,0
1266,Ethan Humphrey,Midfielder,20,76,190,6,16,18,98,70,16,1.4,43,350,155,2
1267,Bruce Adams,Midfielder,25,82,186,15,6,10,68,64,18,2.0,73,200,155,0
1268,John Smith,Midfielder,19,70,190,8,10,16,68,24,3,0.1,59,450,102,3
1269,Gary Cooper,Midfielder,27,77,182,6,15,10,73,51,6,0.8,59,250,90,0
1270,Thomas Randolph,Midfielder,20,80,198,10,10,13,43,51,7,0.8,43,200,150,1
1271,Anthony Mays,Midfielder,19,77,186,15,10,18,73,86,17,0.8,39,450,155,1
1272,Charles James,Midfielder,36,77,186,6,13,9,59,70,21,2.0,59,300,155,0
1273,Christopher Garner,Midfielder,36,79,198,15,10,13,43,70,3,1.4,98,200,150,0
1274,Adam Jones,Midfielder,22,85,175,15,14,10,59,51,17,0.4,98,500,155,0
1275,Michael Flores,Midfielder,16,85,195,15,6,8,73,92,17,0.5,68,200,149,0
1276,Brett English,Midfielder,27,76,195,10,8,8,39,70,16,1.0,98,250,90,0
1277,Michael Rodriguez,Midfielder,27,70,186,8,15,18,43,64,3,0.4,32,250,102,1
1278,Michael Hawkins,Midfielder,21,85,198,16,15,18,98,86,6,0.8,98,450,145,2
1279,Brett Davis,Midfielder,36,82,195,8,10,13,43,64,17,2.0,59,400,155,0
1280,Alec Gomez,Midfielder,18,77,195,10,6,13,59,50,3,1.0,59,450,102,0
1281,Anthony Young,Midfielder,18,76,195,14,16,13,59,64,6,0.1,43,500,140,1
1282,Arthur Ross,Midfielder,34,77,175,14,14,16,43,86,21,0.1,59,300,150,0
1283,Christopher Randolph,Midfielder,18,80,177,10,13,8,39,70,21,2.0,73,500,145,0
1284,Corey Wilkerson,Midfielder,19,82,195,10,10,18,73,51,21,0.1,43,350,90,1
1285,Alexander Lopez,Midfielder,32,85,177,14,15,13,39,51,7,0.1,59,200,149,0
1286,Jeremy Wilson,Midfielder,27,76,177,15,14,10,73,92,17,0.1,68,300,149,0
1287,Christopher Berger,Midfielder,22,77,198,6,10,9,39,51,6,1.0,39,300,150,1
1288,Luis Rogers,Midfielder,29,77,186,15,10,8,73,70,6,1.0,32,450,140,1
1289,Joel Bridges,Midfielder,29,70,182,14,8,16,43,64,16,0.1,43,400,145,1
1290,Donald Bailey,Midfielder,29,80,198,8,6,8,68,50,17,0.8,43,500,90,1
1291,Clayton Ross,Midfielder,17,70,182,8,10,9,98,64,6,1.0,59,200,90,2
1292,Christopher Williams,Midfielder,27,79,182,16,16,18,59,51,18,1.4,39,400,149,1
1293,Marc Johnson,Midfielder,34,79,190,8,10,18,98,70,3,1.4,73,400,102,2
1294,Gordon Hill,Midfielder,18,85,175,15,13,13,43,64,3,0.8,68,450,140,0
1295,Chase Hicks,Midfielder,25,70,190,16,16,18,59,64,21,2.0,43,250,155,1
1296,Justin Martinez,Midfielder,34,85,186,13,15,13,32,70,18,0.8,59,200,149,0
1297,Tony Brown,Midfielder,18,77,190,15,8,10,98,92,21,0.5,68,350,140,2
1298,Adrian Parker,Midfielder,21,70,175,10,6,13,68,70,6,1.4,73,500,155,0
1299,Robert Brooks,Midfielder,21,76,195,13,13,16,59,24,7,0.1,59,400,90,3
1300,Michael Edwards,Midfielder,18,79,186,13,6,10,43,92,3,0.8,73,250,149,0
1301,Travis Cobb,Midfielder,36,85,195,16,16,9,32,51,16,2.0,59,250,150,0
1302,Michael Higgins,Midfielder,25,79,190,15,14,13,32,64,16,0.1,98,250,150,0
1303,Curtis Orr,Midfielder,19,80,182,10,8,9,68,70,6,1.4,43,250,150,1
1304,Gregory Ford,Midfielder,19,82,195,13,10,13,39,64,3,0.5,73,350,150,0
1305,Ronnie Flowers,Midfielder,21,77,182,6,6,8,68,64,17,1.4,32,350,149,1
1306,Scott Maxwell,Midfielder,16,70,182,14,15,16,59,64,18,2.0,43,250,149,1
1307,Bradley Lewis,Midfielder,18,79,186,8,14,18,32,64,18,0.4,59,400,90,0
1308,Gerald Meyer MD,Midfielder,29,85,190,13,13,10,68,50,17,0.1,39,400,140,1
1309,Roger Sanchez,Midfielder,21,76,186,8,8,16,98,86,18,0.8,98,450,150,2
1310,Michael Mcmillan,Midfielder,17,76,182,14,8,8,73,70,18,2.0,39,250,149,1
1311,Travis Yang,Midfielder,29,85,190,16,16,10,59,86,17,0.5,59,450,102,0
1312,Lawrence Riley,Midfielder,20,80,195,10,10,13,32,86,16,0.1,43,250,150,1
1313,Bradley Cooper,Midfielder,20,70,190,14,10,13,73,64,18,0.8,39,450,155,1
1314,Kevin Morgan,Midfielder,16,79,198,8,13,10,59,51,21,0.1,39,200,150,1
1315,Matthew Miller,Midfielder,32,70,175,13,8,13,98,51,3,0.5,32,450,149,2
1316,Steven Ellis,Midfielder,32,79,177,14,16,18,59,50,18,2.0,59,400,102,0
1317,Andrew Contreras,Midfielder,25,80,198,13,10,13,73,51,3,0.4,73,350,149,0
1318,Patrick Cameron,Midfielder,19,85,175,8,14,18,98,92,17,1.4,43,500,149,2
1319,Jeffrey Hurley,Midfielder,21,82,182,16,13,10,73,51,18,0.5,39,200,150,1
1320,Manuel Rodriguez,Midfielder,19,70,190,16,14,13,59,86,18,0.8,43,400,150,1
1321,Norman Baker,Midfielder,19,82,195,14,16,9,43,92,17,0.5,32,250,149,1
1322,Sean Collins,Midfielder,21,79,175,13,14,18,43,92,6,1.0,73,350,140,0
1323,Patrick Mejia,Midfielder,34,77,177,13,16,16,68,92,6,1.4,98,300,149,0
1324,Mike Cole,Midfielder,18,82,198,10,14,13,39,86,16,1.0,98,200,149,0
1325,Kenneth Preston,Midfielder,36,79,175,14,6,18,43,86,17,1.0,73,250,140,0
1326,Bryan Palmer,Midfielder,34,82,175,13,10,13,32,86,17,0.5,98,450,150,0
1327,Terry Mcintosh,Midfielder,32,82,195,14,15,18,98,51,7,2.0,43,200,149,2
1328,Curtis Perez,Midfielder,32,70,177,8,14,13,39,86,3,0.5,32,200,140,1
1329,Jeffrey Reed,Midfielder,16,79,182,16,15,9,98,51,18,0.1,73,400,150,2
1330,Ricky Williams,Midfielder,22,77,198,14,14,10,73,70,16,1.0,39,450,155,1
1331,David Sims,Midfielder,32,80,175,16,16,8,68,70,17,1.0,43,500,140,1
1332,Andrew Smith,Midfielder,32,80,195,15,15,10,68,51,18,1.0,43,250,145,1
1333,John Short,Midfielder,20,70,198,15,8,13,39,51,3,0.1,98,350,102,0
1334,Jeffery Santiago,Midfielder,32,80,186,15,6,13,68,92,7,0.4,39,400,150,1
1335,Christian Brown,Midfielder,17,80,190,10,8,18,73,64,21,0.5,59,250,145,0
1336,Andrew Fox,Midfielder,29,82,175,16,16,18,98,86,21,2.0,39,200,155,2
1337,Justin Mejia,Midfielder,36,70,195,6,13,13,73,70,17,0.8,39,400,155,1
1338,Justin Jones,Midfielder,16,70,175,8,16,8,32,50,21,0.4,98,200,149,0
1339,Darrell Harris,Midfielder,27,76,177,6,6,13,32,92,3,0.4,98,200,140,0
1340,Andrew Myers,Midfielder,36,80,186,8,16,13,32,64,21,2.0,43,250,149,1
1341,Brian Ross,Midfielder,19,70,195,8,14,13,39,64,17,1.4,68,200,90,0
1342,Travis Gonzalez,Midfielder,17,76,195,13,10,8,39,24,17,2.0,68,300,90,3
1343,Ian Haas,Midfielder,29,85,177,13,13,8,73,50,6,0.8,39,450,155,1
1344,Anthony Jacobs,Midfielder,27,79,182,6,8,18,73,70,17,0.5,98,400,102,0
1345,Jeffrey Collins,Midfielder,18,82,186,10,13,16,73,70,7,0.4,98,350,90,0
1346,Brian Ware,Midfielder,17,82,175,6,14,9,59,92,16,1.4,68,250,149,0
1347,Gregory Cunningham,Midfielder,22,85,177,16,13,8,68,64,17,0.1,59,250,155,0
1348,Joel Gay Jr.,Midfielder,21,76,195,8,16,9,43,70,7,1.4,39,300,149,1
1349,Raymond Brown,Midfielder,36,77,195,16,10,13,98,70,21,0.1,43,500,145,2
1350,Eric Perry,Midfielder,20,80,175,8,10,10,32,24,3,0.8,39,200,150,3
1351,James Swanson,Midfielder,25,77,186,10,10,10,59,50,18,1.4,59,350,140,0
1352,Mr. Caleb Bishop,Midfielder,16,77,198,6,14,16,73,24,17,2.0,32,500,149,3
1353,Larry Logan,Midfielder,22,79,182,10,8,13,39,70,3,1.0,39,350,145,1
1354,Alec Wright,Midfielder,34,85,190,13,13,9,98,92,7,0.1,43,350,140,2
1355,Kevin Norton,Midfielder,21,82,198,15,14,13,59,64,21,2.0,98,250,150,0
1356,Scott Castro,Midfielder,29,79,198,6,14,13,39,92,16,0.8,59,350,155,0
1357,Benjamin Lee,Midfielder,21,70,177,13,8,10,68,50,17,0.1,98,350,150,0
1358,Cameron Lewis,Midfielder,27,76,195,14,15,8,68,51,7,0.1,39,400,140,1
1359,Justin Mcbride,Midfielder,25,82,198,6,14,9,39,51,18,0.1,73,350,90,0
1360,Stephen Franklin,Midfielder,36,76,177,13,8,13,32,24,7,0.1,39,300,155,3
1361,Michael Reeves,Midfielder,32,79,195,15,15,18,98,86,16,0.5,68,400,149,2
1362,Michael Fuentes,Midfielder,34,79,198,6,8,18,43,24,16,0.5,43,300,90,3
1363,Richard Burgess,Midfielder,18,85,198,8,10,13,43,92,18,0.4,59,200,150,0
1364,Andres Curry,Midfielder,29,70,195,15,16,13,98,64,18,1.0,32,300,90,2
1365,Richard Logan,Midfielder,21,70,190,13,14,18,59,51,17,0.8,59,200,90,0
1366,Alan Buchanan,Midfielder,18,80,182,6,13,13,59,50,16,0.4,39,400,155,1
1367,Brian Hines,Midfielder,29,85,190,8,10,18,98,50,16,2.0,39,250,145,2
1368,Michael Miller,Midfielder,32,82,177,14,6,18,59,70,6,0.5,43,450,155,1
1369,John Edwards,Midfielder,34,79,175,13,15,18,68,70,3,0.4,59,400,145,0
1370,Jason Beck,Midfielder,22,70,177,14,6,13,59,51,17,2.0,68,450,140,0
1371,Raymond Ewing,Midfielder,29,76,186,8,10,10,68,24,16,0.4,43,200,140,3
1372,Timothy Taylor,Midfielder,27,80,182,8,16,8,39,70,6,1.0,73,300,140,0
1373,Dylan Dunn,Midfielder,32,70,177,8,16,13,43,50,7,1.0,32,400,90,1
1374,James Wallace,Midfielder,18,70,190,6,10,13,39,50,3,2.0,68,250,155,0
1375,Robert Schneider,Midfielder,20,70,175,13,8,16,98,92,7,0.4,73,350,90,2
1376,Bradley Turner,Midfielder,20,85,182,8,15,13,59,70,17,0.4,59,500,145,0
1377,Russell Mills,Midfielder,22,85,190,6,13,13,59,70,21,0.8,98,250,90,0
1378,Corey Roberts,Midfielder,36,70,190,10,10,13,59,86,17,1.0,73,400,140,0
1379,Larry Black,Midfielder,21,70,182,16,16,9,73,50,21,0.8,43,200,155,1
1380,Mark Bennett,Midfielder,34,85,198,8,16,10,68,86,21,0.1,73,450,140,0
1381,Cory Allen,Midfielder,17,77,195,10,14,13,68,86,17,1.4,73,250,155,0
1382,Allen Archer,Midfielder,20,76,186,8,16,13,68,70,6,0.4,98,400,145,0
1383,Richard Stafford,Midfielder,20,82,177,15,10,13,73,92,6,1.4,68,250,140,0
1384,Michael Kennedy,Midfielder,25,80,198,8,14,18,59,64,17,2.0,98,450,155,0
1385,Dylan Beck,Midfielder,20,85,186,13,15,13,32,50,7,1.0,39,500,149,1
1386,Kenneth Small,Midfielder,25,76,182,8,6,10,43,51,3,0.1,73,500,140,0
1387,Mr. Eddie Evans PhD,Midfielder,32,70,190,15,16,13,59,24,18,1.0,43,300,102,3
1388,John Ballard,Midfielder,22,85,175,13,16,18,39,64,16,0.5,73,250,140,0
1389,Raymond Morgan,Midfielder,36,85,198,14,13,13,59,70,6,0.1,32,400,102,1
1390,Kenneth Reid,Midfielder,36,80,186,8,15,18,39,64,3,1.0,68,350,150,0
1391,James Vaughn,Midfielder,36,85,182,8,16,8,68,51,7,0.4,68,450,140,0
1392,Stephen Moore,Midfielder,19,79,177,13,16,10,39,70,3,0.1,59,450,90,0
1393,Mario Cruz,Midfielder,34,76,186,16,16,13,39,70,7,1.0,68,450,140,0
1394,Scott Hernandez,Midfielder,25,82,186,14,10,18,98,51,6,1.4,39,200,150,2
1395,Johnathan Mcneil,Midfielder,21,70,175,6,8,10,73,64,21,2.0,98,400,149,0
1396,John Ramos,Midfielder,27,82,186,6,13,18,32,64,7,0.8,98,200,145,0
1397,Thomas Allen,Midfielder,19,79,195,14,14,18,73,50,7,1.4,68,200,149,0
1398,James Martinez,Midfielder,29,76,198,8,10,13,98,50,7,0.4,32,200,145,2
1399,Matthew Cox,Midfielder,34,82,175,16,16,16,73,70,6,1.0,39,200,102,1
1400,Adam Scott,Midfielder,20,77,186,15,16,18,32,64,6,2.0,98,350,90,0
1401,Christopher Barton,Midfielder,34,70,198,8,10,16,59,86,16,0.5,32,250,140,1
1402,David Garcia DVM,Midfielder,25,80,177,6,13,8,59,50,7,0.8,59,350,140,0
1403,Sean Wilson,Midfielder,17,70,198,10,15,8,59,51,7,1.4,73,500,145,0
1404,Grant Barker,Midfielder,21,76,195,14,14,16,39,51,17,1.4,68,350,102,0
1405,Dennis Lamb,Midfielder,36,79,177,13,10,16,98,51,18,1.4,59,400,155,2
1406,Kenneth Taylor,Midfielder,32,85,175,15,6,13,68,50,3,0.8,73,400,90,0
1407,Dylan Rivera,Midfielder,36,70,195,15,13,10,39,64,16,0.1,43,350,150,1
1408,Billy Harper,Midfielder,19,77,198,13,16,16,73,64,21,0.5,32,250,102,1
1409,Edward Francis,Midfielder,34,70,182,16,13,18,98,92,3,1.0,68,400,140,2
1410,John Walter,Midfielder,27,70,177,6,15,18,39,70,6,1.0,68,300,149,0
1411,Nicholas Perkins,Midfielder,22,82,182,10,6,9,98,64,18,1.0,98,300,140,2
1412,David Rojas,Midfielder,27,79,195,15,15,16,68,24,7,0.4,43,250,155,3
1413,Michael Simmons,Midfielder,22,70,190,10,10,10,32,64,21,1.0,68,200,145,0
1414,Aaron Raymond,Midfielder,21,79,175,13,14,18,32,70,6,0.1,68,400,145,0
1415,Mr. Andrew Osborn DDS,Midfielder,25,76,182,6,16,13,43,24,6,0.4,73,450,155,3
1416,Kevin Bailey,Midfielder,22,85,175,14,15,18,32,86,7,0.1,59,350,150,0
1417,David Newman,Midfielder,34,70,190,10,16,9,59,51,6,2.0,39,200,150,1
1418,Joseph Franklin,Midfielder,22,80,186,8,14,18,98,92,6,2.0,98,200,102,2
1419,Bradley Hayden,Midfielder,27,77,182,6,15,16,59,51,21,0.8,98,250,155,0
1420,Carlos Crawford,Midfielder,16,79,198,16,6,10,73,24,3,0.1,39,250,150,3
1421,Jerome Mccormick,Midfielder,34,79,177,6,10,9,98,92,16,0.8,68,300,145,2
1422,Phillip Hamilton,Midfielder,16,82,195,10,13,10,68,50,21,0.1,32,250,102,1
1423,Joshua Sanders,Midfielder,36,82,198,13,8,16,43,70,18,0.5,68,200,155,0
1424,Joseph Perry,Midfielder,16,82,182,14,14,13,32,50,6,2.0,32,450,155,1
1425,Christopher Hickman,Midfielder,34,85,186,13,8,13,32,50,6,1.0,43,300,102,1
1426,Timothy Medina,Midfielder,27,80,186,14,8,8,98,92,21,0.8,39,350,155,2
1427,Robert Livingston,Midfielder,21,82,182,8,6,16,43,92,7,1.4,32,300,145,1
1428,Brian Price,Midfielder,32,79,182,6,15,18,59,24,18,0.8,43,400,145,3
1429,Patrick Gomez,Midfielder,27,80,175,6,13,9,43,70,16,0.8,39,200,145,1
1430,Richard Olsen,Midfielder,20,79,198,16,14,16,39,86,6,0.1,73,300,145,0
1431,James Harmon,Midfielder,25,77,177,8,8,9,39,64,17,0.4,32,450,155,1
1432,Jared Rice,Midfielder,19,79,186,14,10,10,39,24,17,1.0,59,400,155,3
1433,Steven Harris,Midfielder,27,70,190,15,13,9,43,92,21,1.0,43,200,90,1
1434,Christopher Cervantes,Midfielder,22,79,177,8,8,18,32,70,3,0.5,39,400,149,1
1435,Jamie Moore,Midfielder,18,80,177,15,15,16,68,64,6,2.0,98,350,155,0
1436,Nicholas Swanson,Midfielder,22,79,198,8,16,13,43,92,17,1.4,32,350,140,1
1437,Colton Arellano,Midfielder,19,82,175,15,14,13,68,86,16,2.0,39,400,150,1
1438,John Frank,Midfielder,36,85,190,10,6,18,32,92,7,1.4,68,250,90,0
1439,Alexander Meyer,Midfielder,21,85,198,15,13,16,73,50,17,0.4,39,400,149,1
1440,Fernando Rodriguez,Midfielder,34,70,182,6,10,8,43,70,3,1.0,98,300,90,0
1441,Guy Gray,Midfielder,22,70,195,14,6,13,68,24,7,1.0,59,250,149,3
1442,James Schneider,Midfielder,17,77,175,10,14,9,43,70,6,1.0,73,350,155,0
1443,Robert Wilson,Midfielder,21,76,182,16,6,13,43,50,18,0.8,68,400,150,0
1444,Randy Alexander,Midfielder,20,82,195,14,6,13,39,64,16,1.0,73,200,102,0
1445,Daniel Perez,Midfielder,32,82,190,14,8,13,98,86,3,0.8,59,500,90,2
1446,Gregory Barker,Midfielder,36,82,175,14,10,13,39,86,7,0.4,98,350,102,0
1447,Donald Boyd,Midfielder,32,77,177,13,15,18,39,50,3,1.4,68,350,155,0
1448,Edward Dalton,Midfielder,20,77,182,14,6,13,43,64,16,0.8,32,250,150,1
1449,Dominic Chavez,Midfielder,18,76,177,16,16,9,73,24,6,0.8,39,400,145,3
1450,Mr. James Kramer,Midfielder,25,79,175,15,6,13,32,92,7,1.0,68,400,149,0
1451,Jim Young,Midfielder,27,80,182,10,6,18,59,86,21,1.4,32,450,102,1
1452,Michael Mathis,Midfielder,18,79,198,15,15,10,39,51,21,0.8,73,350,102,0
1453,Ricky Jones,Midfielder,16,77,175,8,10,13,39,24,21,0.5,98,500,145,0
1454,Samuel Ramirez,Midfielder,20,76,175,14,15,9,68,50,3,0.4,39,250,149,1
1455,Patrick Jones,Midfielder,36,85,198,16,6,18,59,51,16,0.8,73,450,90,0
1456,Scott Parrish,Midfielder,21,82,198,6,13,10,98,86,21,0.8,32,450,140,2
1457,Paul Jordan,Midfielder,25,80,198,8,15,13,59,64,6,0.4,68,300,150,0
1458,Jonathan Johnson,Midfielder,27,82,195,10,15,18,43,50,17,1.4,73,450,149,0
1459,Bobby Gray,Midfielder,21,77,182,16,15,18,98,70,17,0.1,32,450,149,2
1460,David Sexton,Midfielder,34,79,175,10,8,18,68,24,7,0.5,39,450,140,3
1461,Scott Jones,Midfielder,20,80,186,14,10,10,39,70,18,0.8,68,400,90,0
1462,Jason Black,Midfielder,16,80,182,15,16,13,32,86,6,0.5,32,500,150,1
1463,Steven Cole,Midfielder,32,76,198,13,14,13,32,92,3,0.8,43,500,145,1
1464,Jonathan Brown,Midfielder,19,80,198,13,6,18,68,51,16,0.4,73,450,102,0
1465,Jerry Young,Midfielder,17,77,195,14,15,18,73,92,3,1.0,32,400,90,1
1466,Donald Miller,Midfielder,25,80,195,13,14,18,43,64,7,0.8,43,500,155,1
1467,Kevin Koch,Midfielder,20,70,198,15,14,9,68,51,7,0.1,73,500,102,0
1468,Larry Jackson,Midfielder,18,85,198,15,14,13,39,70,17,0.4,68,250,150,0
1469,Brian Henry,Midfielder,25,79,175,8,14,9,59,50,21,0.5,68,250,155,0
1470,Terry Sanders,Midfielder,20,85,175,8,16,16,43,92,17,0.8,32,500,90,1
1471,Jared Cobb,Midfielder,36,76,190,6,8,13,32,92,21,2.0,39,450,155,1
1472,Bryan Wood,Midfielder,19,85,182,16,14,9,32,50,16,2.0,73,350,90,0
1473,Paul Lynn,Midfielder,19,77,190,10,13,8,39,51,18,0.8,39,350,150,1
1474,Richard Romero,Midfielder,25,79,198,13,13,9,68,24,18,0.8,73,400,102,3
1475,Peter Jackson,Midfielder,32,77,186,16,8,10,59,92,7,0.8,43,450,102,1
1476,Jason Roberts,Midfielder,34,82,177,6,14,9,59,50,21,2.0,73,300,155,0
1477,Timothy Ball,Midfielder,18,80,195,15,16,8,32,70,17,2.0,32,300,90,1
1478,Richard Mccoy,Midfielder,29,82,190,15,8,9,39,70,16,0.5,73,200,90,0
1479,Robert Cox,Midfielder,29,76,177,8,14,9,73,64,6,0.4,32,250,150,1
1480,Patrick Fernandez,Midfielder,34,85,190,14,8,13,32,50,18,0.1,98,200,150,0
1481,Curtis Villa,Midfielder,19,70,177,15,10,8,98,24,21,0.5,98,400,140,3
1482,Jacob Tanner,Midfielder,17,70,195,8,6,9,32,24,18,0.8,59,500,155,3
1483,Jose Lynch,Midfielder,36,77,190,8,8,16,98,86,21,1.0,59,450,149,2
1484,Gerald Escobar,Midfielder,32,79,190,10,8,13,43,50,3,1.0,98,300,102,0
1485,Daniel Doyle,Midfielder,27,80,198,14,10,8,43,92,18,1.4,73,200,150,0
1486,Patrick Wheeler,Midfielder,16,80,198,16,16,10,32,86,18,2.0,59,200,155,0
1487,Joel Gray,Midfielder,29,82,186,10,14,18,39,64,16,0.8,98,450,150,0
