,Name,Position,Age,Goal,Assist,Average Goals Per Game,Average Assits Per Game,Pass Percentage,Shooting Percentage on Goal,Playing Success,Whip a Cross,Tackle Percentage,Key Pass,Running Distance,Number of Matches,Classes
1170,Philip Hayes,Attacker,32,26,22,0.8,1.5,36,39,30,40,86,27,400,150,2
1171,Jack Berry,Attacker,21,49,22,1.5,0.5,92,39,48,96,92,14,500,155,1
1172,Scott Rogers,Attacker,21,58,22,1.3,2.0,51,68,55,27,26,5,300,150,0
1173,Eric Aguilar,Attacker,17,39,5,1.0,1.0,36,39,36,27,86,21,500,102,2
1174,Stephen Castaneda,Attacker,17,42,18,1.3,1.5,36,43,48,89,89,5,200,145,1
1175,Carl Griffin,Attacker,16,39,13,1.5,2.0,92,98,30,27,86,15,500,140,3
1176,Edward Blair,Attacker,17,58,22,0.5,1.3,64,59,55,40,92,27,300,150,2
1177,Daniel Jones,Attacker,21,32,13,1.2,2.0,51,73,55,96,26,27,500,102,1
1178,Kevin Ware,Attacker,25,39,5,1.5,1.5,24,98,52,96,92,12,350,155,1
1179,Jason Washington,Attacker,17,56,5,0.8,1.3,86,98,55,80,60,15,350,102,1
1180,Cameron Arias,Attacker,21,49,15,0.8,1.5,51,98,80,35,60,12,350,155,0
1181,Matthew Jackson,Attacker,19,58,5,1.2,2.0,24,43,80,89,60,15,300,140,1
1182,Anthony Alexander,Attacker,25,58,18,0.8,2.0,86,32,30,40,48,27,450,145,3
1183,Jacob Evans,Attacker,22,49,13,0.2,2.0,86,43,30,35,48,15,500,140,3
1184,Steven Lawrence,Attacker,16,49,12,1.0,1.0,36,73,52,27,26,21,200,155,0
1185,Joshua Hayes,Attacker,17,58,12,0.5,1.2,50,32,52,27,60,12,300,149,0
1186,Bradley Hunt,Attacker,36,42,12,1.0,1.0,36,68,30,27,48,15,350,140,0
1187,James Morgan,Attacker,22,42,12,1.3,0.8,24,73,36,35,60,12,500,150,0
1188,Shane Lester,Attacker,25,56,18,1.3,1.2,36,73,36,27,42,5,250,145,0
1189,Barry Barker,Attacker,27,32,12,0.8,1.2,64,73,98,40,48,8,450,155,0
1190,Blake Dillon,Attacker,21,58,18,1.0,0.5,36,59,80,27,86,15,450,149,2
1191,George West,Attacker,16,42,13,0.2,1.5,64,39,48,96,92,14,500,150,1
1192,Joshua Burnett,Attacker,34,26,5,0.8,0.5,92,73,36,27,89,5,500,90,3
1193,Steve Rhodes,Attacker,21,42,22,0.8,0.5,24,59,98,27,60,15,500,140,0
1194,Robert Ramos,Attacker,20,39,18,0.2,0.8,64,39,48,96,26,14,400,145,1
1195,Richard Moore,Attacker,22,32,5,0.5,1.2,64,73,52,96,92,12,400,149,1
1196,Kevin Myers,Attacker,34,42,18,0.8,1.5,36,73,80,27,26,8,200,90,0
1197,Douglas Robbins,Attacker,18,32,15,1.3,0.8,24,68,55,96,92,5,500,90,1
1198,Joseph Woods,Attacker,20,49,22,0.8,1.3,50,32,80,52,86,8,300,102,2
1199,Jacob Archer,Attacker,22,26,22,1.3,1.2,50,59,48,35,89,27,400,102,2
1200,Cody Miller,Attacker,29,26,15,1.5,0.5,50,32,48,80,48,12,400,150,1
1201,Daryl Miller,Attacker,29,26,22,0.5,0.5,92,43,80,52,89,14,450,149,3
1202,Kenneth Reilly,Attacker,34,42,22,0.5,2.0,86,73,52,35,26,21,500,145,3
1203,Randy Roberts,Attacker,29,49,22,1.3,1.3,92,39,55,96,86,12,350,149,1
1204,Anthony Bauer,Attacker,16,58,9,1.5,0.8,24,68,55,80,48,21,450,102,1
1205,Daniel Jimenez,Attacker,20,39,22,1.0,0.5,51,59,30,35,86,15,400,145,2
1206,Mr. Brandon Martinez,Attacker,27,39,5,1.2,1.3,64,39,30,40,26,5,200,145,0
1207,Douglas Franco,Attacker,16,32,9,1.5,0.5,51,32,48,96,89,5,500,149,1
1208,Dr. Dylan Thompson,Attacker,17,26,5,1.2,1.3,92,98,80,89,26,8,200,102,1
1209,Daniel Hernandez,Attacker,17,58,15,0.5,1.0,92,32,30,89,26,12,400,149,1
1210,Calvin Gordon,Attacker,32,58,9,0.2,1.0,24,43,55,35,60,8,400,155,0
1211,James Copeland,Attacker,25,56,18,0.8,1.5,50,32,30,52,48,14,400,155,0
1212,Larry Jones,Attacker,36,42,22,0.8,1.2,24,68,30,89,86,12,300,149,1
1213,Joseph Contreras,Attacker,34,56,15,1.5,0.5,51,68,36,80,89,27,500,102,1
1214,Christopher Savage,Attacker,36,49,22,1.3,1.2,92,59,80,40,89,21,250,145,3
1215,Gary Shah,Attacker,29,32,12,1.3,1.2,86,68,48,52,92,21,350,145,3
1216,David Vasquez,Attacker,16,56,12,1.2,1.5,50,43,36,27,48,8,300,150,0
1217,Joshua Scott,Attacker,16,58,15,1.2,1.0,92,68,98,96,89,14,250,90,1
1218,Matthew Middleton,Attacker,22,26,13,0.2,1.2,64,43,80,35,26,21,200,140,0
1219,Edward Alvarez,Attacker,34,32,22,0.5,1.0,86,59,80,40,60,5,250,155,0
1220,Charles Douglas,Attacker,27,32,5,0.8,0.5,24,98,30,96,60,12,400,149,1
1221,Perry Collier,Attacker,32,58,22,1.3,1.5,36,32,36,40,26,27,400,150,0
1222,Sean Ruiz,Attacker,17,49,12,0.8,0.5,92,68,80,89,60,14,300,155,1
1223,Eric Moss,Attacker,20,26,15,0.2,1.0,24,73,36,40,48,21,450,155,0
1224,Joseph Harrell,Attacker,36,26,13,0.5,1.2,86,68,36,89,60,5,450,150,1
1225,Douglas Pruitt,Attacker,19,58,12,1.2,1.3,36,32,98,52,86,12,350,150,2
1226,Mr. Dennis Sandoval,Attacker,16,56,13,1.2,0.5,36,43,36,89,89,14,300,90,1
1227,Jacob Gibson,Attacker,21,39,22,1.3,0.5,51,32,80,89,42,27,350,140,1
1228,Brett Kelley,Attacker,17,49,5,0.5,0.8,86,32,55,80,89,27,500,150,1
1229,Christopher Sherman,Attacker,18,42,18,1.3,1.3,24,43,36,40,48,8,300,145,0
1230,David Gallagher,Attacker,22,32,22,0.2,1.3,86,32,98,27,60,5,400,140,0
1231,Mark Bryant,Attacker,36,42,18,1.2,1.0,36,59,30,89,92,8,500,102,1
1232,Dr. James Martinez,Attacker,25,26,22,1.0,2.0,86,39,98,52,42,15,450,90,0
1233,David Lindsey,Attacker,34,49,12,1.0,1.0,86,68,98,27,92,8,400,102,3
1234,Kirk Lee,Attacker,22,49,9,0.8,1.5,51,43,30,89,26,14,300,140,1
1235,Nicholas Williams,Attacker,17,56,9,0.2,1.0,50,39,36,52,48,14,350,149,0
1236,Paul Gordon,Attacker,22,42,15,1.0,1.0,51,68,55,96,86,5,200,155,1
1237,Dillon Abbott,Attacker,34,58,5,0.2,1.5,92,32,80,27,26,15,500,140,0
1238,Stephen Dixon,Attacker,27,26,5,0.2,1.5,64,73,98,40,42,15,350,150,0
1239,Lance Jones,Attacker,25,58,13,1.5,2.0,50,39,52,27,48,5,250,149,0
1240,Eric Robertson,Attacker,25,56,22,1.3,0.5,36,98,55,96,26,14,350,149,1
1241,Jonathan Alvarez,Attacker,25,56,15,1.0,1.3,92,43,80,35,48,15,450,140,0
1242,Ryan Jackson,Attacker,19,49,18,1.5,1.0,24,39,80,40,92,12,300,145,2
1243,Joseph Mclaughlin,Attacker,34,49,22,1.2,1.2,24,59,80,27,26,5,500,155,0
1244,Richard Williams,Attacker,20,39,22,0.5,0.5,92,68,55,96,86,12,500,149,1
1245,Justin Avila,Attacker,34,49,22,0.5,1.5,64,32,48,96,26,14,450,140,1
1246,Anthony Archer,Attacker,34,32,12,0.8,1.2,50,39,30,40,26,14,350,102,0
1247,Kenneth Guerrero,Attacker,17,32,12,0.8,2.0,51,68,52,80,92,8,350,150,1
1248,Alan Moreno,Attacker,22,58,9,0.2,1.3,50,43,80,27,48,8,400,149,0
1249,Charles Simmons,Attacker,22,32,15,1.5,1.2,24,59,36,40,26,27,250,90,0
1250,Scott Green,Attacker,32,58,5,1.2,0.5,64,43,55,35,48,27,450,149,0
1251,Nicholas Obrien,Attacker,17,49,13,1.5,1.0,36,32,98,89,42,15,300,90,1
1252,Leonard Coffey,Attacker,34,58,13,0.2,2.0,86,59,98,52,86,15,450,102,3
1253,Matthew Fowler,Attacker,16,42,5,0.5,1.0,24,98,52,96,86,27,350,149,1
1254,Larry Hernandez,Attacker,17,56,22,1.5,0.5,50,59,30,35,89,27,250,145,2
1255,Jonathan Thompson,Attacker,34,58,5,1.5,0.8,50,32,52,96,86,21,400,102,1
1256,Christopher Keller,Attacker,20,58,15,1.2,0.5,50,98,55,40,42,8,250,140,0
1257,Justin Meyers,Attacker,36,56,22,0.8,1.0,51,39,30,27,89,14,500,90,2
1258,Nicholas Levine,Attacker,19,26,22,1.0,1.2,92,39,55,80,42,27,300,149,1
1259,Derek Long,Attacker,32,58,18,1.0,1.5,36,32,98,52,48,5,200,145,0
1260,Mr. Brandon Lewis,Attacker,20,39,15,0.2,1.2,51,39,48,27,48,14,200,145,0
1261,Scott Adkins,Attacker,20,39,13,0.8,1.2,24,43,98,80,92,21,300,149,1
1262,Joseph Williams,Attacker,36,56,13,0.8,1.3,92,59,36,35,26,12,250,140,3
1263,Louis Wilson,Attacker,32,39,18,1.0,0.8,24,59,80,89,60,15,500,149,1
1264,Mr. Sean Powell,Attacker,20,58,18,1.0,1.3,50,59,80,80,92,15,450,102,1
1265,Melvin Mack,Attacker,29,32,22,0.5,1.2,64,32,55,96,48,12,400,140,1
1266,Michael Hernandez,Attacker,32,49,13,0.2,0.5,64,98,48,80,92,21,500,102,1
1267,Curtis Miller,Attacker,29,39,18,0.8,0.8,51,32,98,35,60,8,450,90,0
1268,George Smith,Attacker,34,32,22,1.5,0.5,64,43,55,52,89,14,450,150,2
1269,Richard Huang,Attacker,32,58,18,1.2,0.8,24,59,80,80,60,8,300,140,1
1270,Joshua Goodwin,Attacker,19,42,12,1.0,1.3,64,73,52,80,89,21,400,149,1
1271,Raymond Smith,Attacker,20,49,12,1.0,1.5,51,68,52,40,26,27,300,150,0
1272,Travis Pierce,Attacker,17,42,22,1.3,2.0,51,59,80,96,26,27,500,90,1
1273,Stephen Nguyen,Attacker,34,26,12,1.0,1.3,24,39,30,27,60,12,250,90,0
1274,Justin Waters,Attacker,34,56,5,1.3,1.3,36,98,36,40,60,14,200,140,0
1275,Norman Jones,Attacker,22,26,13,0.2,1.0,64,98,30,27,86,14,250,145,2
1276,Jerry Gardner,Attacker,29,39,12,1.2,2.0,64,39,55,80,60,12,350,155,1
1277,Brian Prince,Attacker,27,58,13,0.2,0.8,36,43,55,27,89,27,500,155,2
1278,Mark Harrison,Attacker,27,32,9,1.5,2.0,50,39,36,52,48,14,400,102,0
1279,Jorge Robles,Attacker,36,32,9,1.2,2.0,64,43,30,40,26,8,250,145,0
1280,Mike Sanchez,Attacker,22,56,12,0.2,1.5,50,43,52,89,86,27,300,90,1
1281,Dennis Simpson,Attacker,27,26,18,1.2,1.0,24,73,55,89,60,12,250,102,1
1282,Jason Lara,Attacker,34,42,12,0.2,0.5,36,73,80,35,48,15,250,140,0
1283,Colton Hunt,Attacker,19,39,18,1.0,1.2,51,39,80,96,86,12,350,150,1
1284,Alejandro Mendoza,Attacker,25,32,5,1.3,1.0,50,98,80,96,86,15,500,102,1
1285,Garrett Tucker,Attacker,20,49,9,1.2,1.0,64,59,55,89,89,14,250,155,1
1286,Patrick Bennett,Attacker,27,26,12,1.0,1.2,86,32,55,52,26,15,350,102,3
1287,Brandon Cross,Attacker,20,58,13,1.2,0.5,24,59,36,35,60,5,450,149,0
1288,Jason Sandoval,Attacker,17,42,13,1.3,2.0,86,98,36,35,26,14,350,102,3
1289,Jason Daniel,Attacker,17,32,9,1.0,1.5,24,73,48,80,42,15,500,150,1
1290,John Wilkins,Attacker,21,26,5,0.2,2.0,50,32,98,96,60,15,350,145,1
1291,Daniel Nolan,Attacker,18,49,12,0.8,2.0,50,43,52,40,42,27,200,102,0
1292,Jared Gomez,Attacker,22,58,12,1.0,0.8,50,43,80,96,26,27,300,140,1
1293,Curtis Baker,Attacker,20,42,9,0.2,0.5,86,68,48,40,48,14,400,90,3
1294,Jose Branch,Attacker,25,26,15,1.2,1.3,36,39,52,80,60,21,300,145,1
1295,Juan Clark,Attacker,18,49,13,1.5,1.5,64,68,55,35,26,15,250,90,0
1296,James Garcia,Attacker,18,56,22,1.5,1.0,50,98,52,40,86,5,200,145,2
1297,Karl Lang,Attacker,20,32,13,1.3,0.5,51,43,80,96,89,14,250,140,1
1298,Aaron Williams,Attacker,21,26,22,1.3,0.8,86,59,52,52,48,14,250,145,3
1299,Richard Walters,Attacker,21,42,5,0.8,1.3,51,59,52,89,26,5,450,150,1
1300,Christopher Collins,Attacker,32,39,13,1.3,1.0,86,59,36,89,42,8,200,145,1
1301,Michael Rasmussen,Attacker,27,49,15,0.8,0.5,86,68,52,96,48,8,400,90,1
1302,Daniel Bray,Attacker,20,39,18,0.2,1.0,24,59,36,40,26,15,300,90,0
1303,Kevin Allison,Attacker,18,32,18,1.5,0.5,92,59,80,80,48,15,250,155,1
1304,Charles Johnson,Attacker,29,42,18,0.2,1.5,86,32,48,40,86,12,300,149,3
1305,James Wilson,Attacker,34,49,13,1.2,1.5,51,98,80,80,26,8,500,149,1
1306,Joseph Burch,Attacker,32,42,12,1.3,0.8,92,39,48,80,48,15,500,90,1
1307,Corey Reeves,Attacker,29,39,13,1.0,1.3,92,68,80,40,92,15,250,150,3
1308,Eric Le,Attacker,29,49,15,1.5,0.8,51,39,30,27,86,5,450,149,2
1309,Adam Lee,Attacker,21,58,13,1.2,0.8,64,32,36,80,86,15,250,90,1
1310,Jason Medina,Attacker,19,42,5,0.8,1.0,50,73,55,96,26,8,200,150,1
1311,Jorge Jones,Attacker,27,56,12,0.5,1.3,24,32,52,40,86,15,500,102,2
1312,Jason Kelly,Attacker,32,49,9,0.8,2.0,50,73,48,52,86,15,250,149,2
1313,Matthew Avila,Attacker,17,58,13,1.2,2.0,64,39,36,96,42,27,350,90,1
1314,Donald Stone,Attacker,22,26,15,0.5,1.3,86,98,36,40,89,12,400,102,3
1315,James Velasquez,Attacker,34,56,12,0.8,2.0,24,59,55,96,42,8,200,145,1
1316,Michael Powell,Attacker,22,42,22,0.5,2.0,50,59,98,35,92,27,200,140,2
1317,Craig Mills,Attacker,32,39,5,1.0,0.5,64,68,55,89,60,5,200,149,1
1318,Peter Gross,Attacker,17,42,18,0.2,1.5,50,39,52,80,92,5,500,150,1
1319,John Jensen,Attacker,29,49,18,0.8,1.3,51,98,98,96,60,15,350,140,1
1320,Nicholas Wyatt,Attacker,34,56,9,1.0,1.5,92,32,30,89,89,12,450,90,1
1321,Philip Peterson,Attacker,25,26,18,1.0,2.0,92,98,80,80,48,27,450,90,1
1322,John Kim,Attacker,27,49,5,1.3,2.0,50,68,55,52,92,15,350,102,2
1323,Devin Burnett,Attacker,34,39,5,1.0,1.5,64,73,52,80,60,12,250,90,1
1324,Mr. Isaac Hernandez,Attacker,27,58,15,1.2,0.5,92,59,52,80,86,27,400,90,1
1325,Michael Allen,Attacker,18,49,18,0.2,1.0,51,68,36,27,89,27,250,149,2
1326,Mario Nash,Attacker,19,58,22,0.8,2.0,64,68,52,27,92,8,450,140,2
1327,Joseph Parker,Attacker,19,49,9,0.5,0.8,86,73,48,40,89,14,300,102,3
1328,Christian Oneill,Attacker,21,49,18,0.2,0.5,92,59,36,27,26,15,300,90,3
1329,Christopher Cox,Attacker,34,39,12,1.0,1.5,24,32,48,35,86,21,300,150,2
1330,Dr. Todd Lester,Attacker,36,32,15,1.2,1.5,51,43,98,35,60,21,450,140,0
1331,Randy Juarez,Attacker,19,32,9,0.8,1.2,24,98,36,89,48,12,250,149,1
1332,Scott White,Attacker,21,42,9,1.0,0.8,64,43,98,40,89,27,450,149,2
1333,Bryan Robles,Attacker,19,58,9,1.5,1.5,50,59,55,89,48,8,500,140,1
1334,Thomas Dunn,Attacker,25,42,18,1.3,1.5,51,59,98,89,89,8,350,140,1
1335,Jamie Silva,Attacker,21,32,5,0.5,2.0,64,98,55,52,89,5,500,145,2
1336,Travis Williams,Attacker,36,58,12,0.5,2.0,51,43,36,96,86,8,200,150,1
1337,Michael Berg,Attacker,17,32,15,1.5,1.3,24,68,30,80,42,15,450,102,1
1338,Mr. Steven Taylor DDS,Attacker,29,26,22,0.2,1.3,36,32,98,52,60,21,350,140,0
1339,Brian Phillips,Attacker,18,39,9,0.5,0.8,50,43,98,80,42,15,500,102,1
1340,Todd Davis,Attacker,20,58,12,1.2,0.8,24,68,48,40,48,8,350,140,0
1341,Thomas Myers,Attacker,19,32,22,1.5,0.5,86,68,80,89,42,14,500,140,1
1342,Jordan Mclean,Attacker,32,32,9,1.3,0.8,86,68,80,35,26,21,350,90,0
1343,Nathan Stanley,Attacker,34,32,12,1.5,1.5,64,98,80,89,92,15,300,90,1
1344,Adrian Arroyo,Attacker,18,26,12,0.5,1.3,86,32,98,96,92,12,500,145,1
1345,Mike Soto,Attacker,25,49,12,0.5,1.0,64,32,80,52,89,27,300,149,2
1346,Antonio Walker,Attacker,25,58,18,1.0,2.0,86,68,36,52,42,21,500,90,3
1347,Daniel Robinson,Attacker,29,26,9,1.3,1.0,36,73,98,80,48,15,500,102,1
1348,Paul Rodriguez,Attacker,36,32,22,0.8,1.3,36,73,48,40,48,27,200,145,0
1349,Dennis Garcia,Attacker,21,26,5,0.8,1.5,36,68,55,35,60,14,250,140,0
1350,Larry Graham,Attacker,27,26,12,1.2,1.2,92,43,98,96,42,15,300,150,1
1351,Richard Hernandez,Attacker,25,39,5,0.5,0.8,36,98,52,35,48,8,250,149,0
1352,Bruce Smith,Attacker,21,56,18,0.5,1.0,24,39,36,89,42,12,450,149,1
1353,Matthew Marsh,Attacker,16,26,9,1.5,1.0,50,39,30,96,60,14,250,145,1
1354,Robert Lindsey,Attacker,21,58,18,0.5,1.0,86,68,52,40,92,15,250,145,3
1355,James Hicks,Attacker,20,56,12,0.5,2.0,86,68,52,89,92,5,500,149,1
1356,James Hardy,Attacker,29,26,18,0.8,0.8,86,39,98,52,42,5,400,155,0
1357,Timothy Tanner,Attacker,16,42,22,0.5,0.5,86,73,36,52,60,5,350,150,3
1358,Paul Porter,Attacker,20,32,13,0.2,0.5,64,98,30,96,92,12,250,155,1
1359,Eric Carrillo,Attacker,27,26,5,1.0,1.3,36,59,52,52,89,21,500,145,2
1360,Justin Ferrell,Attacker,22,26,9,0.2,0.5,64,39,36,35,42,21,200,149,0
1361,Stephen Rollins,Attacker,22,49,22,1.3,1.5,86,68,55,96,26,14,200,150,1
1362,Jeffery Green,Attacker,29,39,9,0.2,1.3,64,43,30,35,86,8,500,155,2
1363,Garrett Melton,Attacker,34,56,18,0.2,1.0,64,73,55,96,86,21,450,140,1
1364,Jason Fischer,Attacker,34,49,9,1.2,0.8,86,32,48,35,86,8,500,102,3
1365,Andrew Thompson,Attacker,22,42,9,1.5,1.2,64,59,36,96,92,8,450,90,1
1366,Nicholas Henderson,Attacker,32,42,18,1.5,1.3,86,98,48,89,48,8,200,140,1
1367,Dalton Stanley,Attacker,19,49,5,0.5,1.0,24,39,36,96,89,27,250,145,1
1368,Benjamin Perez,Attacker,18,56,15,1.3,1.2,50,39,55,52,60,14,200,90,0
1369,Patrick Becker,Attacker,25,42,22,1.3,1.0,92,32,52,27,86,12,350,145,3
1370,Patrick Ross,Attacker,20,26,22,0.2,1.5,64,73,80,52,42,12,450,155,0
1371,Paul Moore,Attacker,27,58,5,0.5,1.0,86,73,30,40,42,12,300,102,3
1372,Joshua Li,Attacker,32,32,18,0.5,1.0,50,32,48,27,86,27,350,90,2
1373,Carlos Mccormick,Attacker,18,39,12,0.5,0.5,86,98,36,89,42,5,400,149,1
1374,Kyle White,Attacker,27,49,9,0.2,0.5,86,68,52,96,60,27,300,90,1
1375,Joseph Archer,Attacker,17,39,15,1.5,1.2,64,39,30,89,92,27,500,140,1
1376,Larry Gibbs,Attacker,36,32,13,1.0,1.0,36,59,36,89,86,5,300,149,1
1377,David Blair,Attacker,25,58,12,0.2,1.0,92,73,36,96,48,12,450,145,1
1378,Donald Wilson,Attacker,21,39,22,1.0,0.5,24,98,48,40,42,8,500,145,0
1379,Jared Garcia,Attacker,34,32,9,0.2,1.3,24,43,30,96,42,21,350,102,1
1380,Grant James,Attacker,22,49,5,1.3,1.2,86,98,30,40,89,12,450,150,3
1381,Trevor Guerrero,Attacker,32,26,15,1.2,1.0,51,68,80,35,89,15,400,140,2
1382,Jonathan Schwartz,Attacker,36,58,9,0.2,1.5,86,73,30,89,42,21,300,155,1
1383,Timothy Cortez,Attacker,22,56,9,1.0,1.0,51,73,55,52,89,15,300,140,2
1384,Christopher Wilson,Attacker,34,58,5,1.3,1.3,86,59,80,80,42,8,250,145,1
1385,Sean Stewart,Attacker,25,39,12,1.3,1.5,64,32,36,96,92,12,350,140,1
1386,Craig Santiago,Attacker,32,56,5,1.2,1.2,50,39,98,27,92,15,300,150,2
1387,David Oliver,Attacker,27,39,9,1.3,0.8,86,68,80,40,86,8,500,155,3
1388,Russell Owens,Attacker,21,56,5,1.5,1.5,24,68,80,52,89,8,300,149,2
1389,Anthony Bennett,Attacker,25,26,22,0.5,0.5,51,32,52,89,60,5,300,102,1
1390,Jason Sullivan,Attacker,20,49,18,0.5,1.2,86,98,48,89,60,21,200,149,1
1391,Johnny Delgado,Attacker,17,32,18,0.8,1.3,64,68,98,80,60,12,400,155,1
1392,James Mcdonald,Attacker,17,56,5,1.0,0.8,36,68,48,52,89,8,350,149,2
1393,Mitchell Robinson,Attacker,17,42,22,1.3,0.5,64,59,48,27,26,5,450,150,0
1394,Steven Valentine,Attacker,22,58,13,0.2,1.0,36,39,36,27,42,5,300,149,0
1395,Jeremy Navarro,Attacker,19,42,12,0.8,1.5,86,43,30,89,89,15,450,90,1
1396,Dennis Little,Attacker,34,58,18,1.3,1.3,51,59,30,35,89,14,300,155,2
1397,Timothy Wilson,Attacker,17,42,22,1.0,1.0,24,98,36,35,48,14,500,155,0
1398,Paul Brooks,Attacker,32,32,9,0.8,1.3,36,43,80,96,26,21,400,102,1
1399,Raymond Atkins,Attacker,34,26,22,1.3,0.8,24,73,80,35,89,14,400,150,2
1400,Richard Wheeler,Attacker,29,39,13,0.2,1.5,51,43,80,52,89,12,250,150,2
1401,Jeffrey Johnson,Attacker,27,42,12,0.5,0.5,36,98,48,96,89,21,300,102,1
1402,Todd Payne,Attacker,34,58,13,1.2,1.0,51,98,55,40,92,8,200,102,2
1403,Casey Weiss,Attacker,25,42,22,0.8,0.8,50,73,52,27,60,15,500,145,0
1404,Ryan Trujillo,Attacker,20,26,22,0.8,1.5,86,39,30,52,92,21,450,145,3
1405,Dr. Daniel Davidson PhD,Attacker,16,32,15,1.2,0.5,92,39,48,80,86,5,300,155,1
1406,Daniel Boyer,Attacker,29,58,15,1.2,1.3,86,32,98,40,86,27,250,140,3
1407,Shane Thompson,Attacker,20,39,12,0.2,1.3,51,39,48,27,92,14,500,90,2
1408,Tony Schmidt,Attacker,22,26,13,1.2,1.0,24,43,30,80,92,21,450,140,1
1409,Nicholas Kerr,Attacker,29,56,9,0.8,1.0,36,39,98,52,26,27,300,145,0
1410,Jonathan Weaver,Attacker,21,26,12,1.5,2.0,36,43,80,80,92,15,200,149,1
1411,Matthew Gross,Attacker,34,58,13,0.2,0.5,24,32,36,35,42,12,350,155,0
1412,Christopher Jones,Attacker,20,39,12,1.0,1.3,36,68,80,89,26,27,250,150,1
1413,Nicholas Smith,Attacker,16,32,12,1.3,0.8,86,39,52,80,48,27,350,90,1
1414,Cameron Greene,Attacker,34,56,15,1.2,2.0,51,59,52,27,42,5,300,149,0
1415,Paul Cabrera,Attacker,21,32,15,1.5,1.0,51,32,80,89,86,8,500,102,1
1416,Joseph Brown,Attacker,17,58,15,0.8,0.8,64,39,36,35,42,5,400,140,0
1417,Roberto Garcia,Attacker,16,32,18,1.2,1.5,51,68,48,96,89,5,400,150,1
1418,Jackson Rodriguez,Attacker,22,49,15,0.2,2.0,50,43,55,27,89,21,500,149,2
1419,Dr. Nathan Jones,Attacker,21,58,15,1.0,1.3,64,73,98,52,89,15,400,102,2
1420,Brian Carroll,Attacker,19,39,12,0.8,2.0,24,73,52,80,42,15,300,102,1
1421,Mario Knight,Attacker,16,58,15,1.5,0.5,92,68,30,96,60,8,350,155,1
1422,Peter Mayo,Attacker,17,26,13,0.2,1.3,86,73,52,40,26,8,250,149,3
1423,Andrew Andrade,Attacker,16,49,5,0.2,0.8,24,32,52,80,86,27,500,145,1
1424,Donald Salinas,Attacker,19,26,13,1.2,0.8,86,68,48,89,92,15,250,145,1
1425,Barry Barron,Attacker,25,56,12,1.0,2.0,24,43,52,35,26,8,500,145,0
1426,Joseph Clark,Attacker,27,32,12,1.3,1.0,86,32,98,40,48,27,250,145,0
1427,Stephen Johnson,Attacker,22,56,5,0.2,0.5,86,39,48,89,92,21,300,102,1
1428,Michael Anderson,Attacker,18,39,9,1.3,1.3,50,32,30,27,86,15,350,102,2
1429,David Robbins,Attacker,25,39,13,1.0,1.3,24,73,52,80,48,27,500,150,1
1430,Eric Keller,Attacker,18,32,22,1.2,1.0,24,98,48,35,60,8,350,145,0
1431,Cameron Wood,Attacker,19,56,9,1.5,0.8,92,39,30,89,42,14,300,145,1
1432,Todd Fitzpatrick,Attacker,27,26,15,1.5,2.0,36,98,80,52,86,21,450,145,2
1433,Michael Brooks,Attacker,18,39,12,1.2,1.2,64,98,48,52,60,14,450,155,3
1434,Leonard Barton,Attacker,18,32,18,0.5,1.0,51,73,48,96,48,14,450,145,1
1435,Cody Santos,Attacker,32,26,5,1.2,1.2,36,59,52,96,92,12,450,102,1
1436,Jimmy Williams,Attacker,29,42,13,0.5,1.0,64,43,55,89,26,12,450,140,1
1437,Jeremy Moore,Attacker,29,58,12,0.5,0.5,86,32,98,89,89,8,500,149,1
1438,Steven Flynn,Attacker,18,32,18,1.5,1.2,51,73,36,89,60,14,500,102,1
1439,Mark Morales,Attacker,17,26,12,0.5,2.0,92,98,80,35,89,8,400,140,3
1440,Eric Campbell,Attacker,29,26,22,0.5,1.2,92,43,30,52,26,12,250,150,3
1441,Matthew Nelson,Attacker,17,49,22,1.5,0.5,50,73,30,96,89,15,250,145,1
1442,Corey Rodriguez,Attacker,17,56,12,0.8,1.5,86,39,52,89,92,15,200,145,1
1443,Russell Thomas,Attacker,20,32,5,0.8,0.8,86,98,80,80,89,15,200,145,1
1444,Steven Kidd Jr.,Attacker,21,49,13,1.3,1.2,92,39,55,35,86,15,400,149,3
1445,Jesse Pena,Attacker,27,42,22,1.3,1.2,86,59,48,27,86,15,350,90,3
1446,Paul Russell,Attacker,27,42,15,0.8,1.2,51,43,48,89,92,5,200,145,1
1447,David Roberts,Attacker,25,39,12,1.3,0.5,36,39,80,40,26,14,350,90,0
1448,John Young,Attacker,25,42,13,1.0,0.5,24,32,48,40,48,15,200,145,0
1449,Adam Tran,Attacker,19,56,9,1.5,0.8,50,32,30,40,89,5,250,150,2
1450,Brian Stevens,Attacker,18,39,12,1.0,1.0,36,39,55,52,89,14,400,145,2
1451,Shane Martin,Attacker,18,42,9,1.2,1.2,50,68,36,80,60,8,200,145,1
1452,Kevin Johnson,Attacker,18,49,13,1.0,1.2,51,39,30,89,89,14,250,149,1
1453,Curtis Bowen,Attacker,18,56,15,1.3,0.8,36,39,52,96,60,21,300,149,1
1454,Charles Davis,Attacker,22,58,12,1.3,0.8,51,39,30,35,60,12,500,150,0
1455,Michael Robertson,Attacker,36,49,12,1.3,1.3,51,68,30,40,60,12,250,90,0
1456,Joseph Fleming,Attacker,16,26,22,0.5,1.0,36,73,55,52,60,15,450,102,0
